1,1,120.06,330.85,138.61,64.19,1,1,1.0
1,2,732.7,265.04,72.59999999999991,42.629999999999995,1,1,1.0
1,3,204.81,249.32,99.82,44.70999999999998,1,1,1.0
2,1,96.03,334.07,142.15,65.66000000000003,1,1,1.0
2,2,718.12,266.86,74.21000000000004,43.099999999999966,1,1,1.0
2,3,204.81,249.32,99.82,44.75999999999999,1,1,1.0
3,1,72.0,337.28,145.69,67.13000000000005,1,1,1.0
3,2,703.54,268.67,75.82000000000005,43.56999999999999,1,1,1.0
3,3,204.81,249.32,99.82,44.81,1,1,1.0
4,1,47.98,340.5,149.22,68.60000000000002,1,1,1.0
4,2,688.96,270.49,77.42999999999995,44.02999999999997,1,1,1.0
4,3,204.81,249.32,99.82,44.860000000000014,1,1,1.0
5,1,21.2,344.84,152.0,67.97000000000003,1,1,1.0
5,2,674.38,272.31,79.03999999999996,44.49000000000001,1,1,1.0
5,3,204.81,249.32,99.82,44.910000000000025,1,1,1.0
6,1,0.0,349.17,149.2,67.33999999999997,1,1,1.0
6,2,659.8,274.12,80.65000000000009,44.96999999999997,1,1,1.0
6,3,204.81,249.32,99.82,44.95999999999998,1,1,1.0
7,1,0.0,353.51,125.2,69.59000000000003,1,1,1.0
7,2,645.23,275.94,82.25,45.43000000000001,1,1,1.0
7,3,204.81,249.32,99.82,45.00999999999999,1,1,1.0
8,1,0.01,357.85,101.19,68.23999999999995,1,1,1.0
8,2,630.65,277.75,83.86000000000001,45.89999999999998,1,1,1.0
8,3,204.81,249.32,99.82,45.06999999999999,1,1,1.0
9,1,0.03,362.18,77.17,66.88999999999999,1,1,1.0
9,2,616.07,279.57,85.46999999999991,46.360000000000014,1,1,1.0
9,3,204.81,249.32,99.82,45.120000000000005,1,1,1.0
10,1,0.04,366.52,53.160000000000004,65.54000000000002,1,1,1.0
10,2,601.49,281.38,87.08000000000004,46.84000000000003,1,1,1.0
10,3,204.81,249.32,99.82,45.170000000000016,1,1,1.0
11,1,0.06,370.85,29.14,64.19,1,1,1.0
